date,no1,no2,no3,no4,no5
2019-02-26 22:00:00,0.2183,-1.8832,1.2643,1.6617,0.0861
2019-02-26 23:00:00,-0.9139,-0.5417,0.3034,1.1125,1.1569
2019-02-27 00:00:00,-0.6671,1.2024,-0.7822,-0.1265,-0.8028
2019-02-27 01:00:00,1.8473,0.7277,-0.3005,-0.6064,-2.3707
2019-02-27 02:00:00,-1.084,-0.5357,-1.208,-0.0729,-1.2349
2019-02-27 03:00:00,-0.4018,0.8078,-0.6163,-1.3385,-0.1214
2019-02-27 04:00:00,2.1622,-0.4481,0.7238,-0.2826,-1.14
2019-02-27 05:00:00,0.4027,0.5449,-1.4197,0.3113,0.2556
2019-02-27 06:00:00,0.9065,-1.1394,-0.6806,1.0617,-0.1059
2019-02-27 07:00:00,-0.5919,-0.1268,0.0661,1.3514,-0.7467
2019-02-27 08:00:00,1.6828,-0.6725,-0.0605,-1.2638,-0.4264
2019-02-27 09:00:00,0.5286,-0.5431,1.4357,1.3389,-0.913
2019-02-27 10:00:00,-0.8016,-0.1135,-0.0114,-2.6541,-1.6384
2019-02-27 11:00:00,0.6125,1.4374,-1.416,-0.2207,1.2332
2019-02-27 12:00:00,0.2224,0.6766,1.4215,-1.7178,-2.2311
2019-02-27 13:00:00,-0.8869,0.7101,0.4328,0.1797,1.4085
2019-02-27 14:00:00,-0.8708,1.9552,-0.6951,1.3164,-0.3766
2019-02-27 15:00:00,0.4127,-1.4054,0.2699,0.4256,-0.8343
2019-02-27 16:00:00,-1.1669,-0.145,1.0048,-0.5923,-0.4365
2019-02-27 17:00:00,0.8756,-1.6441,0.4729,-1.0053,1.8934
2019-02-27 18:00:00,-0.2319,0.5382,0.2731,0.4144,-1.4311
2019-02-27 19:00:00,1.5734,-1.0688,0.2133,-0.8516,0.1387
2019-02-27 20:00:00,1.5842,-0.9088,1.3023,-0.2965,0.1538
2019-02-27 21:00:00,0.2083,-0.0311,-0.5044,-1.0981,0.2349
2019-02-27 22:00:00,-0.8834,-0.6913,-0.5898,-0.3054,-0.5564
2019-02-27 23:00:00,0.2638,-1.0716,-0.2473,0.1334,-0.2612
2019-02-28 00:00:00,-0.0572,-1.0288,-1.9951,-0.9204,0.1732
2019-02-28 01:00:00,1.4189,-0.828,-0.304,1.6501,2.4622
2019-02-28 02:00:00,0.0631,2.0727,0.0781,-0.4421,0.3586
2019-02-28 03:00:00,0.5087,-1.7019,0.7365,0.5179,0.1889
2019-02-28 04:00:00,0.1935,1.5164,-1.6884,-0.0873,0.7415
2019-02-28 05:00:00,0.3842,3.5301,0.1064,0.2332,-0.3184
2019-02-28 06:00:00,-0.7235,2.1792,-0.6853,0.6095,-0.1073
2019-02-28 07:00:00,0.1709,0.417,0.0708,0.7552,0.6954
2019-02-28 08:00:00,0.5167,0.8701,0.0179,1.4451,-0.4592
2019-02-28 09:00:00,-0.0831,0.7359,-0.3847,-1.8945,0.2185
2019-02-28 10:00:00,-0.7127,-1.2747,1.1026,0.141,1.3742
2019-02-28 11:00:00,0.1616,-0.9777,-0.0968,-1.8044,-2.0666
2019-02-28 12:00:00,-0.8692,-1.0155,1.7312,-0.9794,-1.3746
2019-02-28 13:00:00,-1.1831,1.4518,0.625,0.033,1.2286
2019-02-28 14:00:00,-0.3742,1.2635,-0.0562,-0.7441,0.1229
2019-02-28 15:00:00,-0.8313,1.4035,-0.6328,0.4802,-0.1775
2019-02-28 16:00:00,-0.5574,0.7619,1.2222,1.1038,-0.9079
2019-02-28 17:00:00,0.507,0.2527,0.133,-0.2928,-1.7501
2019-02-28 18:00:00,-0.7884,0.9125,-0.7674,-0.596,2.0143
2019-02-28 19:00:00,0.4659,1.2321,-0.4048,1.406,1.4085
2019-02-28 20:00:00,-0.5853,-0.9535,0.7081,-0.2767,-0.4707
2019-02-28 21:00:00,-0.7932,1.1926,-1.2167,0.4187,0.3017
2019-02-28 22:00:00,0.0034,0.1424,2.638,-1.0836,-0.3961
2019-02-28 23:00:00,0.1987,0.3105,-1.1594,0.1348,0.9486
2019-03-01 00:00:00,-1.2262,-0.2284,-0.2567,0.0982,0.3807
2019-03-01 01:00:00,0.016,0.2724,-0.6975,-0.1253,-1.5031
2019-03-01 02:00:00,0.5466,0.6438,-2.4888,-0.5403,0.4521
2019-03-01 03:00:00,0.2896,-1.1977,-0.1258,-0.7534,1.9818
2019-03-01 04:00:00,-0.0638,-0.2496,-0.1119,0.0666,-0.1966
2019-03-01 05:00:00,-0.844,0.4534,-0.9995,-1.167,0.5751
2019-03-01 06:00:00,1.8151,-0.0382,0.2427,-0.8541,-0.1206
2019-03-01 07:00:00,0.7418,-1.1595,0.5589,-0.1738,-0.2536
2019-03-01 08:00:00,0.0,1.0586,1.9673,-0.1712,-0.6152
2019-03-01 09:00:00,1.505,-0.0712,0.2374,-0.2912,-0.197
2019-03-01 10:00:00,-0.2847,1.6885,0.013,-0.2582,0.8906
2019-03-01 11:00:00,2.0965,1.3292,1.2219,0.1702,1.346
2019-03-01 12:00:00,-0.3335,-1.6897,0.3015,1.1331,-1.5258
2019-03-01 13:00:00,0.5474,1.0164,0.7131,-1.0558,0.7311
2019-03-01 14:00:00,-1.6394,0.9107,0.7894,1.5365,0.4566
2019-03-01 15:00:00,1.1689,-1.3413,-1.495,-0.8585,-0.7561
2019-03-01 16:00:00,1.7523,0.3074,-0.5166,1.1812,-1.2182
2019-03-01 17:00:00,0.1423,-0.176,0.2501,-0.1643,0.9603
2019-03-01 18:00:00,1.6809,-1.8608,0.7631,1.3016,0.0336
2019-03-01 19:00:00,0.6337,0.369,0.1419,-1.169,1.1906
2019-03-01 20:00:00,0.8705,-2.4973,2.0747,-1.0336,-1.6882
2019-03-01 21:00:00,-0.0555,-1.3409,0.1071,1.2214,-0.393
2019-03-01 22:00:00,0.0539,-0.2891,-0.2626,0.7364,1.4394
2019-03-01 23:00:00,0.3438,2.1783,-2.3436,0.8038,0.7604
2019-03-02 00:00:00,-1.2743,-0.1922,-0.818,1.0436,1.0143
2019-03-02 01:00:00,0.9929,-1.4852,1.4112,0.6424,0.9741
2019-03-02 02:00:00,-0.0337,-0.2195,-0.0999,-1.0071,-0.9127
2019-03-02 03:00:00,1.215,-0.0046,0.3776,0.3791,0.2549
2019-03-02 04:00:00,0.3433,1.083,0.5718,0.5831,-0.5432
2019-03-02 05:00:00,-0.0456,-0.9659,-1.1505,-1.7849,-0.538
2019-03-02 06:00:00,1.8905,0.1151,-1.5358,-0.4494,-0.4417
2019-03-02 07:00:00,0.1933,-0.3077,0.16,-1.5756,2.0028
2019-03-02 08:00:00,0.1425,0.5672,-0.2946,-0.4126,0.3364
2019-03-02 09:00:00,-1.103,-0.894,-1.0196,-0.8408,-2.1545
2019-03-02 10:00:00,-0.7813,-1.5872,0.5379,1.1866,0.4247
2019-03-02 11:00:00,-0.1686,1.7747,-0.0928,1.4816,0.4945
2019-03-02 12:00:00,-0.5608,0.1629,-0.0934,-1.1561,-0.4547
2019-03-02 13:00:00,0.8861,0.3321,-1.3922,2.0924,1.0873
2019-03-02 14:00:00,0.1301,-0.9083,0.4586,-2.4717,1.8629
2019-03-02 15:00:00,-1.233,-0.5725,-0.323,0.3254,0.171
2019-03-02 16:00:00,-1.719,0.3014,0.6206,-0.792,1.3578
2019-03-02 17:00:00,-0.4668,0.8254,-1.7947,2.1101,0.9717
2019-03-02 18:00:00,-0.8165,-1.2356,1.8583,0.6074,0.5929
2019-03-02 19:00:00,0.4142,-1.4878,-1.6442,-0.363,-0.2825
2019-03-02 20:00:00,-0.8133,0.2253,0.5114,-3.6645,-0.8279
2019-03-02 21:00:00,0.3565,-1.1657,-0.4175,-0.5918,1.1912
2019-03-02 22:00:00,-1.0933,0.1098,1.0476,0.4202,0.1866
2019-03-02 23:00:00,0.5857,-2.5266,-0.557,-0.7488,1.1533
2019-03-03 00:00:00,0.6139,-0.4906,-1.1668,1.1399,1.3489
2019-03-03 01:00:00,0.5431,-1.1269,-1.2822,-0.1642,1.0303
2019-03-03 02:00:00,0.0233,1.3339,0.1421,-0.0227,0.3132
2019-03-03 03:00:00,2.4957,-0.498,0.2203,0.4336,-0.4809
2019-03-03 04:00:00,0.3217,1.0595,0.541,1.5221,1.4017
2019-03-03 05:00:00,-0.9104,-1.373,0.0146,-0.6892,-0.0123
2019-03-03 06:00:00,0.2613,0.7349,0.2469,0.5505,0.5579
2019-03-03 07:00:00,-0.6088,1.914,-1.4023,1.4017,0.2376
2019-03-03 08:00:00,-1.4043,0.8016,-0.7398,0.917,0.0058
2019-03-03 09:00:00,-0.1267,-0.9412,-0.3642,-0.488,-0.0783
2019-03-03 10:00:00,-0.5101,0.397,-1.137,-1.7063,1.178
2019-03-03 11:00:00,0.6471,-0.2825,-0.8382,-0.6388,0.5216
2019-03-03 12:00:00,-0.7641,-0.2376,0.4003,0.9738,-0.6032
2019-03-03 13:00:00,-0.3606,1.6637,0.6337,-0.9346,0.5706
2019-03-03 14:00:00,-0.497,2.364,1.5193,-0.7816,-0.5923
2019-03-03 15:00:00,2.181,0.8095,1.466,-0.035,1.8397
2019-03-03 16:00:00,-1.3362,0.4122,-1.4685,-1.6233,0.1214
2019-03-03 17:00:00,-0.9998,-0.2031,0.5898,0.8118,2.6118
2019-03-03 18:00:00,-0.6149,-0.3767,0.7992,-0.0023,0.2724
2019-03-03 19:00:00,-0.3177,-0.1492,-1.2103,0.5108,-0.9574
2019-03-03 20:00:00,-0.9899,-0.1,1.6774,-1.118,-1.065
2019-03-03 21:00:00,-1.5895,0.2069,-0.7763,0.5075,-0.1684
2019-03-03 22:00:00,1.3787,-0.0509,-0.9185,-0.3327,-0.6222
2019-03-03 23:00:00,-0.291,0.081,0.1476,0.9788,-1.2642
2019-03-04 00:00:00,0.7683,0.9044,-2.8011,-0.3931,-1.3946
2019-03-04 01:00:00,-1.4301,-1.9022,0.1067,0.9571,-0.2825
2019-03-04 02:00:00,0.9881,-0.442,0.0216,0.3806,0.3645
2019-03-04 03:00:00,1.829,0.0336,-0.4111,0.4865,0.184
2019-03-04 04:00:00,-1.2532,-1.4996,0.0532,1.3523,-1.8763
2019-03-04 05:00:00,-0.6309,-0.0963,-1.281,-1.1259,1.3966
2019-03-04 06:00:00,-0.7657,-2.0358,0.7923,0.8937,0.8724
2019-03-04 07:00:00,0.009,0.955,1.8071,-1.2712,1.1617
2019-03-04 08:00:00,-0.1567,-0.7058,-1.2936,0.2817,-1.2165
2019-03-04 09:00:00,-0.2346,0.1031,1.6245,0.9794,-0.7516
2019-03-04 10:00:00,0.153,-1.7741,0.2378,1.3325,1.2883
2019-03-04 11:00:00,0.7372,1.5769,0.4832,0.6347,0.1503
2019-03-04 12:00:00,0.6071,-2.0852,-1.1688,0.2245,-0.6741
2019-03-04 13:00:00,-0.8228,-0.5323,1.517,0.473,0.3621
2019-03-04 14:00:00,-0.804,-1.4982,-0.6173,0.3988,0.9858
2019-03-04 15:00:00,0.0846,0.1116,0.8955,-0.7489,-0.315
2019-03-04 16:00:00,-1.2008,0.744,-1.2781,-0.3602,1.6295
2019-03-04 17:00:00,-0.8946,0.8091,-2.2157,-0.0772,1.3861
2019-03-04 18:00:00,0.3291,0.5027,0.3228,1.0395,0.48
2019-03-04 19:00:00,1.0674,-0.9754,0.8677,0.0466,0.1159
2019-03-04 20:00:00,1.4195,0.4311,-0.3616,0.185,1.2832
2019-03-04 21:00:00,-0.1882,-0.3997,-0.6263,0.9095,-0.751
2019-03-04 22:00:00,-0.6016,1.4138,0.2244,-0.2111,-0.4226
2019-03-04 23:00:00,0.3424,1.2611,0.3569,-0.1386,0.6347
2019-03-05 00:00:00,-0.5875,1.7878,-1.7467,-0.753,1.7175
2019-03-05 01:00:00,-0.4299,-1.6087,0.0239,-0.61,-0.0206
2019-03-05 02:00:00,-0.0169,1.0094,0.4887,-0.1361,-0.4384
2019-03-05 03:00:00,-1.7583,0.3872,0.1724,-0.0203,0.7736
2019-03-05 04:00:00,0.1947,0.4528,-0.1995,-1.017,2.2268
2019-03-05 05:00:00,-0.3941,1.8975,-0.0071,-0.0696,-0.4564
2019-03-05 06:00:00,-1.0163,-0.2012,0.3768,0.9325,0.4647
2019-03-05 07:00:00,0.1621,-1.4497,0.692,-0.1184,-1.6956
2019-03-05 08:00:00,0.1904,-0.5269,0.4672,0.9654,0.125
2019-03-05 09:00:00,2.1347,0.2876,-0.523,-0.6171,0.0031
2019-03-05 10:00:00,1.6552,0.3085,-0.49,1.3925,0.6488
2019-03-05 11:00:00,1.2446,-0.7771,-0.7924,0.4983,0.1432
2019-03-05 12:00:00,-2.1678,-0.8588,-0.8734,-0.9709,-2.0256
2019-03-05 13:00:00,0.5269,-0.7893,0.4004,0.1776,0.0821
2019-03-05 14:00:00,-0.2818,-0.3711,-0.2152,0.8452,0.0478
2019-03-05 15:00:00,0.9544,-2.9514,1.5731,-0.2011,-1.1747
2019-03-05 16:00:00,0.6092,-0.4127,1.9728,-1.3289,-1.9404
2019-03-05 17:00:00,-1.0603,-0.1066,-0.9952,1.522,0.1397
2019-03-05 18:00:00,1.6003,0.088,0.2411,0.4434,0.5107
2019-03-05 19:00:00,-1.0216,-0.2892,0.151,-0.4369,-1.125
2019-03-05 20:00:00,-0.1198,-0.0386,-0.8827,0.2813,1.6839
2019-03-05 21:00:00,1.0649,0.9686,0.9184,-0.0039,0.0048
2019-03-05 22:00:00,1.2175,1.1427,1.5528,0.4984,0.8709
2019-03-05 23:00:00,-0.2898,-0.8593,-0.6462,1.0186,-1.8276
2019-03-06 00:00:00,-1.2693,-0.2624,0.3286,-0.2601,-0.0163
2019-03-06 01:00:00,0.6714,-1.1963,2.4372,0.7273,-0.9167
2019-03-06 02:00:00,0.1235,-0.16,-0.5255,0.5009,0.2154
2019-03-06 03:00:00,0.7819,2.3528,1.5605,-0.5341,-0.035
2019-03-06 04:00:00,0.4557,-0.727,-0.3765,0.2368,0.0611
2019-03-06 05:00:00,-1.4984,-0.8122,0.3811,-0.7186,0.6649
2019-03-06 06:00:00,-0.7034,0.0131,0.3754,0.4559,1.3865
2019-03-06 07:00:00,0.6986,0.5018,-1.846,1.2317,1.1596
2019-03-06 08:00:00,-1.7508,1.1649,0.4609,1.6112,1.4704
2019-03-06 09:00:00,-0.5558,-0.0409,0.4757,-1.2206,-0.1976
2019-03-06 10:00:00,0.4259,-0.1211,0.5013,0.9365,-0.4631
2019-03-06 11:00:00,0.4007,0.24,-0.1362,-0.4005,0.2794
2019-03-06 12:00:00,-1.355,-0.553,-0.8834,1.1257,1.5784
2019-03-06 13:00:00,1.3859,1.3679,0.5918,-0.0119,-0.8109
2019-03-06 14:00:00,1.6539,1.9169,-0.2623,-3.2205,1.5634
2019-03-06 15:00:00,0.9009,0.1865,-1.0658,-1.1562,0.1388
2019-03-06 16:00:00,-0.9448,0.6839,1.0144,-0.6191,-0.4132
2019-03-06 17:00:00,-1.7016,1.78,0.9259,-0.0896,-1.5505
2019-03-06 18:00:00,-0.6461,0.385,1.1507,-1.2374,0.2575
2019-03-06 19:00:00,-0.2531,0.4425,-0.9719,-0.4185,1.1322
2019-03-06 20:00:00,-0.7187,1.5953,-0.6425,-0.4077,0.461
2019-03-06 21:00:00,-0.7469,0.4571,-2.1785,-2.0645,2.1538
2019-03-06 22:00:00,-0.3913,1.5952,1.0544,0.1836,0.0897
2019-03-06 23:00:00,-2.1535,-0.4569,-0.3051,0.4127,1.2899
2019-03-07 00:00:00,-0.3047,0.4201,-1.3843,0.1164,-0.8496
2019-03-07 01:00:00,-0.3543,-0.4716,-0.9648,0.9666,1.2955
2019-03-07 02:00:00,-0.9021,0.157,-0.3403,2.2841,-0.6363
2019-03-07 03:00:00,1.2737,0.8379,-0.4434,-0.1681,0.2935
2019-03-07 04:00:00,-0.4752,1.0852,0.7557,0.7722,-0.6642
2019-03-07 05:00:00,-0.1324,1.0911,0.6486,0.7902,-0.0726
2019-03-07 06:00:00,0.399,-1.303,-2.0218,0.3896,-1.9512
2019-03-07 07:00:00,0.0296,-1.4049,0.5294,0.5209,0.5978
2019-03-07 08:00:00,-1.6278,0.5915,-0.124,0.0098,-0.8859
2019-03-07 09:00:00,-0.5219,0.6774,-1.3099,-0.9148,-1.4787
2019-03-07 10:00:00,-0.4134,0.3556,-0.992,0.6987,-2.8811
2019-03-07 11:00:00,-0.7039,1.7281,-0.8398,0.2035,0.9026
2019-03-07 12:00:00,-1.4074,0.0823,0.8667,-1.8023,0.482
2019-03-07 13:00:00,0.9967,0.4978,-0.913,0.2941,-0.2256
2019-03-07 14:00:00,0.3015,1.4213,-1.1961,-1.1335,-0.0056
2019-03-07 15:00:00,-0.0253,0.3194,-1.5792,-0.1535,0.8398
2019-03-07 16:00:00,-0.8184,0.4414,-0.3089,0.4441,-0.6881
2019-03-07 17:00:00,-0.5384,3.4188,1.3264,-0.9652,1.325
2019-03-07 18:00:00,1.5846,-1.0801,1.6817,0.7632,0.1007
2019-03-07 19:00:00,0.2284,-1.5212,0.8058,-0.4256,-0.3135
2019-03-07 20:00:00,-0.471,1.2859,1.6308,0.724,0.6533
2019-03-07 21:00:00,-1.3284,1.0114,-1.1809,-0.4442,0.201
2019-03-07 22:00:00,0.1616,-0.5483,1.7725,0.2807,-0.8156
2019-03-07 23:00:00,-1.0851,-0.6255,-1.0851,-0.3248,-1.1071
2019-03-08 00:00:00,-1.042,1.3554,-0.7903,-0.3198,-0.3094
2019-03-08 01:00:00,1.8218,-0.5433,-0.5151,1.4731,-0.6465
2019-03-08 02:00:00,1.024,0.0182,1.5194,-0.1735,1.5049
2019-03-08 03:00:00,0.9726,-1.5515,2.343,0.592,-1.5343
2019-03-08 04:00:00,-1.2658,0.5821,-0.1644,2.281,1.6882
2019-03-08 05:00:00,-0.9017,-1.1076,-1.1445,-1.4778,1.5122
2019-03-08 06:00:00,-1.3679,-0.5682,-1.1268,0.1541,1.2276
2019-03-08 07:00:00,0.4219,-0.2494,-1.1046,-0.1545,-0.2641
2019-03-08 08:00:00,-0.391,-1.0469,0.1741,-1.5526,1.0156
2019-03-08 09:00:00,0.8478,0.0335,-0.1238,0.9162,0.7432
2019-03-08 10:00:00,-0.3776,-1.0377,0.1454,0.5549,-0.3468
2019-03-08 11:00:00,-0.5863,0.5529,-0.6433,0.4041,-1.4714
2019-03-08 12:00:00,1.307,0.4489,1.0079,1.1959,-1.6663
2019-03-08 13:00:00,-0.6089,-1.1215,0.6057,0.0731,0.3503
2019-03-08 14:00:00,-0.9905,1.7925,0.8338,0.4803,-0.3063
2019-03-08 15:00:00,0.0377,0.0386,1.1318,0.5144,-0.1802
2019-03-08 16:00:00,-0.8714,-2.3731,-0.2588,2.4182,-1.2906
2019-03-08 17:00:00,0.1734,0.2728,1.9042,-0.7203,0.5453
2019-03-08 18:00:00,-0.3951,-1.338,-0.4476,-1.2466,-0.0652
2019-03-08 19:00:00,0.7673,-0.7692,0.1091,-0.6323,0.8232
2019-03-08 20:00:00,0.4586,0.6063,0.4942,-0.1195,0.7167
2019-03-08 21:00:00,-0.6108,0.7098,0.6324,0.9434,-1.9714
2019-03-08 22:00:00,0.6884,0.4869,-0.7013,0.0573,0.4145
2019-03-08 23:00:00,1.7499,-0.5157,0.4545,-0.726,-0.0778
2019-03-09 00:00:00,-0.4222,0.048,0.2576,0.5479,1.1994
2019-03-09 01:00:00,-0.0608,0.7858,-0.9751,0.9967,0.3504
2019-03-09 02:00:00,1.8667,1.302,-1.8738,-1.1602,0.1761
2019-03-09 03:00:00,0.1201,0.5418,-0.9514,1.3691,0.3839
2019-03-09 04:00:00,-0.698,-2.4604,1.1969,-0.8172,0.7697
2019-03-09 05:00:00,-0.1634,1.2872,0.9914,-1.1559,-0.8644
2019-03-09 06:00:00,-0.9297,1.1737,-0.0218,0.0998,-0.527
2019-03-09 07:00:00,1.7316,-0.3271,0.2891,-1.2975,-0.5405
2019-03-09 08:00:00,1.4392,0.993,-0.0282,-0.9539,-0.5662
2019-03-09 09:00:00,0.0076,-0.4508,1.7194,-0.2836,-1.9849
2019-03-09 10:00:00,1.7032,0.8996,-1.2972,0.7126,0.2769
2019-03-09 11:00:00,-0.1814,-0.1902,-1.4389,-1.0611,-0.2541
2019-03-09 12:00:00,1.5564,-0.2211,1.2978,-0.8864,-1.4006
2019-03-09 13:00:00,1.3417,0.5711,0.752,-1.1991,-1.5594
2019-03-09 14:00:00,1.3917,-1.1759,0.2886,-0.0641,-0.6017
2019-03-09 15:00:00,0.6994,0.4284,1.0322,0.5543,-0.6891
2019-03-09 16:00:00,1.594,-2.6704,-1.8461,-0.8789,-1.1973
2019-03-09 17:00:00,1.43,-0.7772,0.1382,0.5035,1.259
2019-03-09 18:00:00,-0.5237,-0.0479,0.8758,1.1383,-0.429
2019-03-09 19:00:00,0.9152,0.6685,2.3186,1.8147,0.0347
2019-03-09 20:00:00,-1.1302,-0.7734,2.1111,-0.5771,0.1157
2019-03-09 21:00:00,0.0947,-0.0367,-0.0804,-0.3004,0.0694
2019-03-09 22:00:00,2.1401,1.0179,0.4403,-0.436,1.0365
2019-03-09 23:00:00,0.4513,-0.1313,-0.0314,0.2743,-0.3865
2019-03-10 00:00:00,-0.8907,0.5097,2.2903,0.2512,-0.0623
2019-03-10 01:00:00,0.0221,0.5364,-0.2593,0.1903,0.9965
2019-03-10 02:00:00,-2.4194,0.0415,-1.4877,-1.7574,0.1878
2019-03-10 03:00:00,2.2061,-0.3417,-0.1986,0.0345,0.4575
2019-03-10 04:00:00,0.6204,-1.2909,1.9449,0.6603,0.5525
2019-03-10 05:00:00,0.2224,-0.1547,-1.5508,-1.0131,-0.3424
2019-03-10 06:00:00,-1.2861,0.0046,-0.1021,0.2915,0.0689
2019-03-10 07:00:00,-0.8136,1.016,-0.0697,0.2661,-0.8181
2019-03-10 08:00:00,0.0887,-0.9863,-1.3272,-0.6501,0.8759
2019-03-10 09:00:00,1.5598,-0.855,0.8739,-1.0868,2.1028
2019-03-10 10:00:00,2.7462,-0.7537,0.5602,1.3094,0.6666
2019-03-10 11:00:00,0.6128,0.3156,-0.6062,0.4436,-0.0267
2019-03-10 12:00:00,-0.9246,-1.6372,-0.0169,-2.186,-0.5416
2019-03-10 13:00:00,-0.2633,1.697,-0.3184,-1.2138,-1.0676
2019-03-10 14:00:00,1.3316,0.3377,-1.5089,-2.1778,0.5405
2019-03-10 15:00:00,0.3811,0.1542,0.3038,-0.8288,0.3658
2019-03-10 16:00:00,0.621,0.4772,1.9117,-0.7438,0.7045
2019-03-10 17:00:00,-1.5886,-0.592,-0.6777,-1.0947,0.5676
2019-03-10 18:00:00,-0.8052,-0.3578,-0.7326,-0.2416,0.9593
2019-03-10 19:00:00,-1.6831,1.7659,-0.2307,0.3719,-2.098
2019-03-10 20:00:00,-0.5288,1.2413,0.5024,-0.9709,1.6694
2019-03-10 21:00:00,-0.0984,0.4888,-1.509,0.5454,0.9583
2019-03-10 22:00:00,-1.9622,-0.9625,0.5517,-0.6051,0.6369
2019-03-10 23:00:00,0.6948,0.0875,-0.5002,0.8603,0.6895
2019-03-11 00:00:00,0.0887,0.7882,0.9208,0.0776,0.0608
2019-03-11 01:00:00,-0.2376,0.0898,0.2683,-1.8026,-1.5029
2019-03-11 02:00:00,1.131,1.3531,-0.2749,-1.695,-0.6558
2019-03-11 03:00:00,1.3103,0.4647,0.2331,0.8941,1.2709
2019-03-11 04:00:00,0.8036,-1.204,0.3183,0.6951,-0.2565
2019-03-11 05:00:00,-1.8359,0.9223,-0.634,0.9607,0.2565
2019-03-11 06:00:00,0.5553,0.7212,0.0844,1.9096,1.2403
2019-03-11 07:00:00,-0.5967,-0.8833,0.3302,0.606,-1.0686
2019-03-11 08:00:00,0.1482,-0.2258,-1.1555,-0.8694,-0.6562
2019-03-11 09:00:00,-0.6136,0.9727,0.6492,1.272,-0.603
2019-03-11 10:00:00,-0.3208,-2.0918,0.1015,0.6609,1.3029
2019-03-11 11:00:00,-0.498,0.6421,0.198,0.8699,-1.0403
2019-03-11 12:00:00,-0.7347,-0.3243,0.114,0.1611,0.9649
2019-03-11 13:00:00,-0.2917,-1.9336,1.1856,-0.064,0.4496
2019-03-11 14:00:00,1.0255,0.9435,2.1568,-0.5843,0.0963
2019-03-11 15:00:00,-1.5769,-0.1778,1.0954,0.4694,-0.0403
2019-03-11 16:00:00,-0.1852,0.9606,-0.9815,-0.3861,-1.3801
2019-03-11 17:00:00,0.8826,-0.8443,0.6519,-3.1912,-0.1919
2019-03-11 18:00:00,1.2717,-0.7045,-1.8331,-1.7463,-0.2052
2019-03-11 19:00:00,-1.0625,0.8725,1.4705,1.1885,-1.2908
2019-03-11 20:00:00,-0.2875,-2.8376,-1.4253,-0.1049,-0.2402
2019-03-11 21:00:00,-0.4509,0.6987,0.0779,1.4741,0.2833
2019-03-11 22:00:00,-0.242,-0.8438,0.0821,-0.2976,1.0134
2019-03-11 23:00:00,-1.5037,0.467,0.5823,0.1046,1.2101
2019-03-12 00:00:00,-2.1394,-0.3756,0.2919,0.1043,-0.1509
2019-03-12 01:00:00,0.6238,-1.0319,-0.1989,0.1027,0.9611
2019-03-12 02:00:00,-0.4017,1.3518,-2.0726,-0.3281,-1.228
2019-03-12 03:00:00,0.6596,-0.9825,-0.1718,0.4546,-0.2188
2019-03-12 04:00:00,0.6655,1.688,-2.681,-0.1813,0.3252
2019-03-12 05:00:00,-0.4946,-0.5704,0.02,-0.1054,0.0049
2019-03-12 06:00:00,-1.6432,-1.8506,0.5312,0.2044,1.5555
2019-03-12 07:00:00,0.7932,-1.227,0.4135,-0.7311,1.1124
2019-03-12 08:00:00,0.8845,0.4185,-1.4291,0.1917,0.2108
2019-03-12 09:00:00,0.5787,1.2147,-0.4415,0.5885,0.2595
2019-03-12 10:00:00,-0.5451,0.7162,0.4945,1.1665,1.287
2019-03-12 11:00:00,-1.2991,2.2565,-1.0302,-1.0542,0.3987
2019-03-12 12:00:00,0.1375,-0.6435,-2.3146,-0.1563,0.084
2019-03-12 13:00:00,0.4397,0.7359,-0.0352,-0.4667,0.8892
2019-03-12 14:00:00,0.1836,-1.9148,0.2736,-0.5396,0.604
2019-03-12 15:00:00,0.4098,1.5822,0.1477,-0.9204,-0.0483
2019-03-12 16:00:00,0.0803,-0.7226,0.6103,0.4956,0.5242
2019-03-12 17:00:00,-1.0915,-2.0424,1.8148,-0.649,1.5182
2019-03-12 18:00:00,-0.6202,-1.434,-0.9853,2.038,-1.1767
2019-03-12 19:00:00,-2.8693,0.0146,-0.4648,0.4092,-0.0981
2019-03-12 20:00:00,0.8802,0.1745,-0.3714,-0.1716,-0.606
2019-03-12 21:00:00,-1.0658,0.2988,-0.2726,0.4134,-0.0929
2019-03-12 22:00:00,-0.2212,-1.2066,-0.4504,-0.5734,-0.9672
2019-03-12 23:00:00,0.6531,0.4703,0.2193,0.1603,0.7762
2019-03-13 00:00:00,1.4673,-0.8402,0.7647,2.2522,0.143
2019-03-13 01:00:00,2.7554,1.418,0.761,-0.5608,0.7358
2019-03-13 02:00:00,0.3823,-0.7073,-0.7552,1.7372,1.2862
2019-03-13 03:00:00,-0.882,2.1956,0.9378,0.1267,0.632
2019-03-13 04:00:00,1.2439,0.1949,0.0478,-0.7154,1.4175
2019-03-13 05:00:00,-0.0269,0.0516,0.1615,1.5712,0.6349
2019-03-13 06:00:00,-0.2543,-0.0531,-0.662,-0.0608,-0.1392
2019-03-13 07:00:00,1.7666,0.3865,-0.5148,-0.3083,-1.1549
2019-03-13 08:00:00,-0.1946,0.5374,2.2877,0.0586,-0.2323
2019-03-13 09:00:00,1.1625,-0.2859,-1.5382,-1.2661,0.8624
2019-03-13 10:00:00,-0.8597,-0.3493,1.7462,-0.6042,1.5059
2019-03-13 11:00:00,0.0549,-1.1457,-1.1729,-1.4841,0.2095
